OTU,Ground.abund,Ground.PA,Under.abund,Under.PA,Trns
OTU97_14212,3.36056519148814,3,0,0,1
OTU97_1426,25.7716091862244,10,0,0,1
OTU97_1428,62.4936838608592,10,0,0,1
OTU97_143,20.5609039543908,2,0,0,1
OTU97_1442,32.5205226087766,11,0,0,1
OTU97_1445,34.4011377973612,6,0,0,1
OTU97_1450,114.714904942187,23,0,0,1
OTU97_1455,65.7484527445706,17,0,0,1
OTU97_14573,5.53639853715527,2,0,0,1
OTU97_14584,15.7230163933869,7,0,0,1
OTU97_14590,15.2089709723169,7,0,0,1
OTU97_14594,7.26616177225264,3,0,0,1
OTU97_14597,5.84116418101779,2,0,0,1
OTU97_14600,6.6283500293065,2,0,0,1
OTU97_14602,7.15737840073042,3,0,0,1
OTU97_14615,4.11122066099349,2,0,0,1
OTU97_14618,4.17353724627329,2,0,0,1
OTU97_14645,3.47845457868784,2,0,0,1
OTU97_14663,4.77572316893295,2,0,0,1
OTU97_14775,5.86465177841943,4,0,0,1
OTU97_1483,39.5084693249916,10,0,0,1
OTU97_1491,8.26489413907665,2,0,0,1
OTU97_1529,36.3117971438292,7,0,0,1
OTU97_15329,7.48028020479212,3,0,0,1
OTU97_15335,13.3011198062472,7,0,0,1
OTU97_15337,30.6564797886566,15,0,0,1
OTU97_15350,5.50192533237413,3,0,0,1
OTU97_15351,4.10302802318904,2,0,0,1
OTU97_15352,11.3262158042982,4,0,0,1
OTU97_15357,5.64036025689268,2,0,0,1
OTU97_15366,9.39809629319235,4,0,0,1
OTU97_15367,6.04304819244282,2,0,0,1
OTU97_15369,19.8426293336266,10,0,0,1
OTU97_15412,4.8017660803776,2,0,0,1
OTU97_1547,40.8025559561778,7,0,0,1
OTU97_15473,9.81999330231546,4,0,0,1
OTU97_1550,93.1886194970982,23,0,0,1
OTU97_15537,5.05572011418241,2,0,0,1
OTU97_15565,9.8745448865286,5,0,0,1
OTU97_15586,5.0774767907466,2,0,0,1
OTU97_15630,4.41703397028706,2,0,0,1
OTU97_15649,2.79067897232767,2,0,0,1
OTU97_1567,7.99970362102743,3,0,0,1
OTU97_1571,12.6770545854324,7,0,0,1
OTU97_1583,17.3494507742239,4,0,0,1
OTU97_1586,27.2494115670789,7,0,0,1
OTU97_160,34.5413970136595,10,0,0,1
OTU97_16000,8.73104467188817,4,0,0,1
OTU97_1603,5.4086766833745,5,0,0,1
OTU97_161,25.6909446283752,6,0,0,1
OTU97_16168,5.78986627607494,2,0,0,1
OTU97_1617,16.3216694590396,8,0,0,1
OTU97_16172,3.72417413612571,2,0,0,1
OTU97_16201,14.3889159885778,6,0,0,1
OTU97_16202,7.02405080310344,3,0,0,1
OTU97_16213,4.60014641830292,2,0,0,1
OTU97_16229,6.59659351127956,3,0,0,1
OTU97_16230,6.31934041361834,3,0,0,1
OTU97_16231,5.10387127651123,4,0,0,1
OTU97_16233,3.70877661412033,2,0,0,1
OTU97_16241,3.57223935207258,2,0,0,1
OTU97_16244,6.03513067358617,3,0,0,1
OTU97_1626,37.6416046031522,11,0,0,1
OTU97_16264,3.95174325313441,2,0,0,1
OTU97_1639,4.87893447773224,2,0,0,1
OTU97_16401,2.33348994180449,2,0,0,1
OTU97_16431,2.17612805269901,2,0,0,1
OTU97_16436,3.89066931392889,2,0,0,1
OTU97_16475,6.59637556581995,3,0,0,1
OTU97_16577,2.49546503004147,2,0,0,1
OTU97_1660,19.6194119892552,4,0,0,1
OTU97_1675,13.3353009014835,3,0,0,1
OTU97_1688,17.7086029589245,3,0,0,1
OTU97_1693,80.9599450470891,19,0,0,1
OTU97_1697,45.5789979423469,13,0,0,1
OTU97_17161,4.56869029072426,2,0,0,1
OTU97_17165,4.66736310783743,2,0,0,1
OTU97_17166,5.61590304297546,2,0,0,1
OTU97_17167,4.99925167348539,2,0,0,1
OTU97_17172,4.06560035299379,2,0,0,1
OTU97_1718,12.1449393168206,3,0,0,1
OTU97_17204,7.55496939053703,3,0,0,1
OTU97_17209,7.07161488807871,4,0,0,1
OTU97_17228,4.28362129202416,2,0,0,1
OTU97_17235,5.95926581974873,3,0,0,1
OTU97_1724,22.4043797455343,4,0,0,1
OTU97_1725,82.4177113545272,19,0,0,1
OTU97_1761,36.7207981431929,8,0,0,1
OTU97_1762,16.8957739427914,3,0,0,1
OTU97_1766,23.1305091711968,6,0,0,1
OTU97_1771,7.08023830165392,3,0,0,1
OTU97_178,3.09439390792745,2,0,0,1
OTU97_1783,8.49039345164865,2,0,0,1
OTU97_1793,10.7278027446432,2,0,0,1
OTU97_1804,15.2556650365649,8,0,0,1
OTU97_1813,71.649454018135,17,0,0,1
OTU97_1819,5.77017251237211,2,0,0,1
OTU97_1820,9.4840739848292,3,0,0,1
OTU97_1824,20.6576921060172,4,0,0,1
OTU97_18276,6.32979521335828,3,0,0,1
OTU97_18294,4.96050218372922,2,0,0,1
OTU97_18297,3.52446252436921,2,0,0,1
OTU97_18302,8.29935887158165,5,0,0,1
OTU97_18309,4.67005713285825,2,0,0,1
OTU97_18327,4.57592916709912,2,0,0,1
OTU97_18330,7.66328646510172,4,0,0,1
OTU97_18331,4.56642323821029,2,0,0,1
OTU97_18335,4.15687185570114,2,0,0,1
OTU97_18352,4.03468915810643,2,0,0,1
OTU97_1837,12.5680463992359,3,0,0,1
OTU97_18373,4.2909553312156,2,0,0,1
OTU97_1841,69.1045680818559,16,0,0,1
OTU97_1842,22.7966166141857,7,0,0,1
OTU97_18438,2.25939508882468,2,0,0,1
OTU97_185,3.74198503216095,2,0,0,1
OTU97_18527,7.88454957083893,5,0,0,1
OTU97_18627,1.69255403498475,2,0,0,1
OTU97_1870,18.1092841062695,7,0,0,1
OTU97_18739,3.39029825141415,2,0,0,1
OTU97_18766,2.65393593547214,2,0,0,1
OTU97_19068,2.64069078858683,2,0,0,1
OTU97_1907,33.4594636800426,11,0,0,1
OTU97_1915,38.8890550973902,11,0,0,1
OTU97_1945,50.6969427494958,10,0,0,1
OTU97_1946,62.3893238037008,15,0,0,1
OTU97_1961,25.6798560180842,8,0,0,1
OTU97_1962,25.4706414208218,6,0,0,1
OTU97_1967,44.229489706808,9,0,0,1
OTU97_19686,8.51045953429096,6,0,0,1
OTU97_1969,79.6363683427088,21,0,0,1
OTU97_1971,20.7178405780012,6,0,0,1
OTU97_19716,3.66015740716665,2,0,0,1
OTU97_19730,4.59124260210825,4,0,0,1
OTU97_19756,2.99808852506499,2,0,0,1
OTU97_19768,4.23118884049912,3,0,0,1
OTU97_19770,5.41863955849516,3,0,0,1
OTU97_19772,3.934493934731,2,0,0,1
OTU97_19783,3.47999211421342,2,0,0,1
OTU97_19787,3.74708140889614,2,0,0,1
OTU97_198,27.2507851231542,5,0,0,1
OTU97_19827,3.17289032503202,2,0,0,1
OTU97_19831,4.01234835398731,2,0,0,1
OTU97_19833,17.5916655294049,12,0,0,1
OTU97_19837,4.55937308371991,2,0,0,1
OTU97_19841,3.58202853911583,2,0,0,1
OTU97_19843,5.39980137569837,3,0,0,1
OTU97_1995,20.1823581200528,8,0,0,1
OTU97_1996,15.0197208944895,3,0,0,1
OTU97_20074,3.10265843337671,2,0,0,1
OTU97_20245,3.5066754253341,2,0,0,1
OTU97_2030,126.247110213076,29,0,0,1
OTU97_2048,25.6831317150378,7,0,0,1
OTU97_205,14.389883434958,7,0,0,1
OTU97_2056,19.4522627248315,6,0,0,1
OTU97_2067,11.4247103429171,2,0,0,1
OTU97_2068,35.5463046030667,11,0,0,1
OTU97_20711,3.04127729674292,2,0,0,1
OTU97_20849,2.69787425488352,2,0,0,1
OTU97_2085,17.837903058045,3,0,0,1
OTU97_20947,3.62963828278385,3,0,0,1
OTU97_2100,26.166751612321,8,0,0,1
OTU97_2111,23.0625934095726,4,0,0,1
OTU97_21158,1.76516125491002,2,0,0,1
OTU97_2120,13.3453272598443,5,0,0,1
OTU97_2125,17.2231925991869,3,0,0,1
OTU97_2149,15.0952597182834,3,0,0,1
OTU97_21496,3.11709661084818,2,0,0,1
OTU97_21500,2.85912819074213,2,0,0,1
OTU97_21501,3.72083682396951,2,0,0,1
OTU97_21529,2.68801364742762,2,0,0,1
OTU97_21543,8.52228532657772,7,0,0,1
OTU97_21584,3.7135664208506,2,0,0,1
OTU97_21585,3.58789961307458,2,0,0,1
OTU97_21590,3.87190677568779,3,0,0,1
OTU97_21596,3.58130652031813,2,0,0,1
OTU97_21600,3.20086922452577,2,0,0,1
OTU97_21604,5.28710652903825,4,0,0,1
OTU97_21634,3.71497677824766,2,0,0,1
OTU97_21638,3.49070089132108,2,0,0,1
OTU97_21647,3.7458927404594,3,0,0,1
OTU97_21660,2.77764841576086,2,0,0,1
OTU97_21662,3.29169202977192,2,0,0,1
OTU97_2176,100.646028477244,22,0,0,1
OTU97_2186,14.1774521780336,3,0,0,1
OTU97_2201,32.1227859601762,6,0,0,1
OTU97_2209,81.5764204737578,18,0,0,1
OTU97_22218,3.42571995302355,2,0,0,1
OTU97_22347,1.98000516997779,2,0,0,1
OTU97_2238,22.3001609969702,5,0,0,1
OTU97_2239,21.1105628529733,6,0,0,1
OTU97_2249,50.9517196091005,9,0,0,1
OTU97_2265,6.79480554722537,2,0,0,1
OTU97_2288,77.3318818413738,19,0,0,1
OTU97_2295,20.0209381098258,4,0,0,1
OTU97_2299,2.84093625610295,2,0,0,1
OTU97_230,100.956599072835,24,0,0,1
OTU97_2308,20.6403219179171,5,0,0,1
OTU97_2318,21.5110468847465,6,0,0,1
OTU97_2319,36.9593103876843,11,0,0,1
OTU97_2320,41.5294135970445,13,0,0,1
OTU97_2339,13.0484301403729,3,0,0,1
OTU97_2343,8.77722383354855,2,0,0,1
OTU97_2350,10.8479555909363,2,0,0,1
OTU97_237,69.7510304207091,20,0,0,1
OTU97_2374,32.6711254259862,7,0,0,1
OTU97_23794,2.04140187818491,2,0,0,1
OTU97_23827,2.37569029420003,2,0,0,1
OTU97_23842,4.85885459079138,4,0,0,1
OTU97_23850,2.42496632398607,2,0,0,1
OTU97_23881,2.19538101993847,2,0,0,1
OTU97_23901,2.48197922607416,2,0,0,1
OTU97_23911,3.34304798511416,2,0,0,1
OTU97_2394,9.33239256572359,2,0,0,1
OTU97_2395,21.0653895557779,8,0,0,1
OTU97_2397,41.6669624881771,16,0,0,1
OTU97_24006,2.92584614931245,3,0,0,1
OTU97_2407,4.55634958711197,3,0,0,1
OTU97_2416,2.56103585843164,2,0,0,1
OTU97_2418,8.66145479700733,2,0,0,1
OTU97_24220,2.49247060015137,3,0,0,1
OTU97_24246,2.30538669160364,2,0,0,1
OTU97_2426,43.4278291149612,15,0,0,1
OTU97_2455,8.65172548783848,3,0,0,1
OTU97_2459,12.3715489758396,4,0,0,1
OTU97_2464,13.0733943106143,2,0,0,1
OTU97_2465,71.5685884631661,21,0,0,1
OTU97_248,22.0353553783795,5,0,0,1
OTU97_2481,15.5575856436639,5,0,0,1
OTU97_2482,7.62179173595587,2,0,0,1
OTU97_2493,74.5000728599198,21,0,0,1
OTU97_2494,91.8510844957905,20,0,0,1
OTU97_2504,9.43451853262629,2,0,0,1
OTU97_2511,15.7258590772972,3,0,0,1
OTU97_2533,11.5078265475978,2,0,0,1
OTU97_2545,110.843174792015,29,0,0,1
OTU97_2555,8.72282976161585,4,0,0,1
OTU97_2568,34.9552923682955,9,0,0,1
OTU97_2591,13.415497790942,3,0,0,1
OTU97_2605,16.7735335120506,3,0,0,1
OTU97_2608,35.2269383554293,11,0,0,1
OTU97_262,84.4800948155958,16,0,0,1
OTU97_2658,49.1085221811091,9,0,0,1
OTU97_26760,1.90950413765332,2,0,0,1
OTU97_2683,52.5923425392654,16,0,0,1
OTU97_26902,1.70033941538243,2,0,0,1
OTU97_2697,26.9812254552708,12,0,0,1
OTU97_2700,4.95730547178301,2,0,0,1
OTU97_2706,32.9161636603348,12,0,0,1
OTU97_2741,24.9191957663819,6,0,0,1
OTU97_2743,16.5369385927319,4,0,0,1
OTU97_2744,17.6611869684941,4,0,0,1
OTU97_2751,6.52008983299821,4,0,0,1
OTU97_2760,101.608864222979,29,0,0,1
OTU97_2765,70.6387300796169,24,0,0,1
OTU97_2779,15.1791416360207,5,0,0,1
OTU97_2780,31.4560228476334,9,0,0,1
OTU97_2826,23.347397056328,6,0,0,1
OTU97_2828,47.051219505244,16,0,0,1
OTU97_284,99.8165592974021,19,0,0,1
OTU97_2844,9.73144304880276,5,0,0,1
OTU97_2851,3.1973612573637,2,0,0,1
OTU97_2877,30.1215540929878,6,0,0,1
OTU97_2898,19.0482779641501,4,0,0,1
OTU97_2924,14.4553670710582,3,0,0,1
OTU97_2925,8.91682978028584,3,0,0,1
OTU97_293,7.44703436401408,2,0,0,1
OTU97_2947,21.9430411324508,8,0,0,1
OTU97_295,28.1606447757843,5,0,0,1
OTU97_2951,70.7011168054434,19,0,0,1
OTU97_296,27.8325144168426,3,0,0,1
OTU97_2970,3.88746488411384,2,0,0,1
OTU97_2972,49.0821402742833,13,0,0,1
OTU97_2978,13.186130988764,6,0,0,1
OTU97_3001,9.21805570114429,4,0,0,1
OTU97_301,43.3634277987101,11,0,0,1
OTU97_3012,25.0739442132524,6,0,0,1
OTU97_3021,8.53602652090359,3,0,0,1
OTU97_3063,20.1226193020686,7,0,0,1
OTU97_3074,12.9179854341794,2,0,0,1
OTU97_3075,74.9014251428561,16,0,0,1
OTU97_3077,24.5119143501789,5,0,0,1
OTU97_3097,10.1589153604099,3,0,0,1
OTU97_3100,20.0234687265674,5,0,0,1
OTU97_3105,56.2822865671773,13,0,0,1
OTU97_3111,6.06718446963151,4,0,0,1
OTU97_3125,41.9007920333629,8,0,0,1
OTU97_3127,4.09671753049914,2,0,0,1
OTU97_3143,18.8760864334148,4,0,0,1
OTU97_3151,57.5169654244311,17,0,0,1
OTU97_3182,11.5530617893024,5,0,0,1
OTU97_3183,107.123863462757,28,0,0,1
OTU97_3187,38.7702196470363,11,0,0,1
OTU97_3207,79.3417933806293,26,0,0,1
OTU97_3235,36.4788499990756,9,0,0,1
OTU97_3241,4.50101630119935,2,0,0,1
OTU97_3242,10.0350464033936,4,0,0,1
OTU97_3254,52.3957280219405,17,0,0,1
OTU97_3273,36.7251624492318,9,0,0,1
OTU97_3288,10.406079388073,4,0,0,1
OTU97_3302,30.3536646431794,9,0,0,1
OTU97_3350,17.2360030346232,6,0,0,1
OTU97_3381,4.75626096247905,2,0,0,1
OTU97_3401,2.37330721645466,2,0,0,1
OTU97_3423,18.9898258080765,8,0,0,1
OTU97_3434,6.21779742461435,3,0,0,1
OTU97_3453,19.0993337208338,9,0,0,1
OTU97_3454,6.78303546458413,5,0,0,1
OTU97_3455,5.68607160941143,4,0,0,1
OTU97_3456,16.9451448984914,5,0,0,1
OTU97_3463,9.74729586494389,2,0,0,1
OTU97_3474,40.3279070644182,11,0,0,1
OTU97_3475,66.2630511776383,18,0,0,1
OTU97_3480,53.5627089220135,10,0,0,1
OTU97_3501,56.1810929918236,14,0,0,1
OTU97_3511,33.3852080093261,7,0,0,1
OTU97_3516,23.4287420287155,7,0,0,1
OTU97_3531,56.7981587167213,17,0,0,1
OTU97_3537,41.0263649403034,10,0,0,1
OTU97_354,113.110183987987,20,0,0,1
OTU97_3545,11.4697749278143,3,0,0,1
OTU97_3547,16.9794325984349,5,0,0,1
OTU97_3555,6.50555347080572,3,0,0,1
OTU97_3570,3.97124043312902,2,0,0,1
OTU97_3583,33.4569823696161,7,0,0,1
OTU97_3584,13.2125544222907,5,0,0,1
OTU97_3587,18.9673689311982,5,0,0,1
OTU97_3590,18.1648027087872,5,0,0,1
OTU97_3608,15.5712864890009,3,0,0,1
OTU97_3609,9.12124046428214,2,0,0,1
OTU97_3616,3.83847732757491,2,0,0,1
OTU97_3636,32.6311572935461,13,0,0,1
OTU97_3667,11.759746755895,2,0,0,1
OTU97_3697,52.1493200642445,11,0,0,1
OTU97_3699,18.8912272798185,3,0,0,1
OTU97_3702,38.9003059649922,9,0,0,1
OTU97_3703,8.85801172239909,4,0,0,1
OTU97_3721,32.6944128631159,7,0,0,1
OTU97_3722,45.632111117395,13,0,0,1
OTU97_3723,19.2364400524648,4,0,0,1
OTU97_3727,22.1797644636962,5,0,0,1
OTU97_374,38.1934080613583,8,0,0,1
OTU97_3747,64.1427749031861,11,0,0,1
OTU97_3748,3.47838915825773,2,0,0,1
OTU97_3751,11.2315832121517,2,0,0,1
OTU97_3775,25.6871847405488,6,0,0,1
OTU97_381,3.04660531979033,2,0,0,1
OTU97_3831,24.8367279481785,9,0,0,1
OTU97_3852,10.7641663853979,3,0,0,1
OTU97_3892,7.08804469368108,2,0,0,1
OTU97_390,13.5026766423952,2,0,0,1
OTU97_3919,35.5163645265534,7,0,0,1
OTU97_396,30.0298713461442,5,0,0,1
OTU97_3979,15.6927434720371,3,0,0,1
OTU97_3981,12.3454725289654,2,0,0,1
OTU97_3984,17.1891894799246,5,0,0,1
OTU97_4018,22.9515546859138,8,0,0,1
OTU97_407,30.1804095516826,10,0,0,1
OTU97_4071,28.1310842842644,9,0,0,1
OTU97_4073,49.6634164043492,18,0,0,1
OTU97_4084,55.3750950460766,11,0,0,1
OTU97_4087,57.5473752850346,18,0,0,1
OTU97_4101,10.3332660600844,2,0,0,1
OTU97_4120,21.7542299602004,5,0,0,1
OTU97_4121,77.9870349122677,22,0,0,1
OTU97_4122,14.2122437240905,3,0,0,1
OTU97_4124,4.11912386737229,2,0,0,1
OTU97_4126,15.2929079068338,9,0,0,1
OTU97_4134,2.65132653235761,2,0,0,1
OTU97_4146,15.5374439373417,4,0,0,1
OTU97_4181,9.88670374258927,2,0,0,1
OTU97_4182,32.6938326180882,11,0,0,1
OTU97_4216,18.0446269048774,4,0,0,1
OTU97_4220,29.8906141576514,12,0,0,1
OTU97_4221,4.22490584732206,2,0,0,1
OTU97_4249,73.1644139143142,18,0,0,1
OTU97_4250,13.7838039331424,3,0,0,1
OTU97_4251,30.8432195128528,7,0,0,1
OTU97_4256,5.34505415448935,3,0,0,1
OTU97_4262,9.48910183294471,3,0,0,1
OTU97_4283,17.198848218836,6,0,0,1
OTU97_4284,12.0878366470551,3,0,0,1
OTU97_4293,21.4396858259614,9,0,0,1
OTU97_4316,28.4185313989327,6,0,0,1
OTU97_432,47.0627442992196,9,0,0,1
OTU97_4344,32.0472003312551,11,0,0,1
OTU97_4350,21.578330932623,6,0,0,1
OTU97_4354,5.0069759988043,2,0,0,1
OTU97_4357,9.18330110051843,6,0,0,1
OTU97_4363,27.5023424698826,10,0,0,1
OTU97_439,172.044194554133,33,0,0,1
OTU97_4397,35.1724293116088,13,0,0,1
OTU97_4431,9.17619458779918,2,0,0,1
OTU97_4433,14.2228529980671,4,0,0,1
OTU97_4437,25.216908708061,13,0,0,1
OTU97_445,45.7906641806102,6,0,0,1
OTU97_4462,12.93275825804,4,0,0,1
OTU97_447,4.76905245548546,2,0,0,1
OTU97_4489,3.93428890664053,2,0,0,1
OTU97_4495,7.11818080173309,2,0,0,1
OTU97_4496,39.4183769378343,10,0,0,1
OTU97_4510,56.8316586647823,20,0,0,1
OTU97_4526,5.03424715205247,2,0,0,1
OTU97_4530,9.02245461258623,2,0,0,1
OTU97_4531,8.50620014077992,2,0,0,1
OTU97_4572,10.3770510628977,2,0,0,1
OTU97_4575,2.05733424987493,2,0,0,1
OTU97_4579,10.0216249391082,3,0,0,1
OTU97_4580,5.63468109943143,2,0,0,1
OTU97_4616,64.7254426096196,20,0,0,1
OTU97_4618,39.6363621258332,13,0,0,1
OTU97_4623,30.1521427687494,9,0,0,1
OTU97_4650,16.5039380543846,5,0,0,1
OTU97_4653,23.4451058068413,6,0,0,1
OTU97_4655,31.0798077444841,8,0,0,1
OTU97_4656,8.42262690301109,3,0,0,1
OTU97_4658,13.7662967936432,6,0,0,1
OTU97_4662,17.9358074704575,7,0,0,1
OTU97_4672,28.9835651498337,11,0,0,1
OTU97_4699,14.4113305749121,4,0,0,1
OTU97_47,19.3332016130482,3,0,0,1
OTU97_4700,10.880784271408,3,0,0,1
OTU97_4702,28.206110215873,8,0,0,1
OTU97_4703,27.1569599142709,6,0,0,1
