OTU,Transect,MantelR,MantelP,Mantel.y.intercept,MoranP,MoranZ
OTU97_18286,4,0.152110874471675,0.049,0.0500263263499014,0.00281385976508419,0.0374213566553951
OTU97_18416,4,0.154266699318762,0.049,0.059820133512967,0.00269980834009442,0.0372298083209288
OTU97_18431,4,0.175161961115945,0.015,0.0163142163173023,0.780677238318663,-0.0327167490163857
OTU97_18432,4,0.185041922686116,0.014,0.0158099092171915,0.800050585018185,-0.0331496434200523
OTU97_18562,4,0.152128948619501,0.038,0.0434664300467,0.692890108439845,-0.0356218153985233
OTU97_1872,12,0.149930730741874,0.049,0.0926205626801539,0.00340873802538488,0.0305331491070985
OTU97_1878,1,0.135948312473175,0.042,0.731462065156041,0.0147337560290559,0.0404595103007617
OTU97_1885,10,0.18236056462573,0.018,0.0353439419595245,0.826693974308399,-0.0321906044511879
OTU97_1892,12,0.223279377924843,0.003,0.483093915109179,3.17268965654982e-06,0.106542725429555
OTU97_193,12,0.226133649604557,0.002,2.60296281771113,5.07128445903504e-08,0.137854980644136
OTU97_1940,10,0.189125722261388,0.006,0.133671596711704,7.46726611728921e-05,0.0335215840172482
OTU97_19702,1,0.188632002334924,0.016,0.239079562022302,2.007331859466e-05,0.0900819227583878
OTU97_19849,1,0.196020208018288,0.018,0.0612891622603098,0.425069144810608,-0.0114915050638614
OTU97_19860,1,0.163082292631939,0.034,0.0442331182012198,0.0408650197147757,0.0150432903334229
OTU97_2022,10,0.171410062366141,0.02,0.267878876204795,0.020706961451024,0.0222035955323098
OTU97_20308,9,0.204839839775165,0.007,0.00461189502555564,8.96402206491675e-05,0.0535083324142938
OTU97_2033,9,0.223725681614592,0.001,-0.04025437885892,1.13288698422309e-08,0.0407331239221669
OTU97_2037,1,0.180454615957019,0.007,1.76697019996201,0.0024778559307248,0.0602786607335309
OTU97_20546,10,0.214426162377925,0.005,-0.00566439066128891,5.67590386948424e-05,0.0563521402768506
OTU97_2059,12,0.215855975345057,0.009,0.275273843095485,0.00495357166081867,0.0462501846600696
OTU97_21162,1,0.203468351196549,0.009,0.00873058501156372,0.174242265474327,0.0011323264042114
OTU97_2119,12,0.16004259036169,0.036,0.0851847043533805,0.0443616409051539,0.0157634046764247
OTU97_21511,1,0.192705079071581,0.026,0.0174252544266269,0.627244558701769,-0.0399497820631168
OTU97_217,1,0.402033238644227,0.001,1.33939270875757,2.22044604925031e-16,0.212421308116524
OTU97_21768,4,0.178323433415456,0.018,0.0639264169177884,0.144925745011602,0.00676387106577875
OTU97_2187,9,0.29785891738458,0.001,0.11770182812822,1.67156066765983e-10,0.140917550788971
OTU97_22006,4,0.216588136135232,0.003,-0.00897949335582811,0.0706920551711825,0.00849473747881405
OTU97_2223,1,0.209511350245752,0.01,-0.00131316146523212,0.802395186001722,-0.0345766028609997
OTU97_2285,12,0.166812456827041,0.025,0.104164566525709,5.84653431447979e-05,0.063513363384014
OTU97_2382,1,0.205138981747238,0.006,0.419142463897818,0.0525043800591658,0.0254982716854961
OTU97_2405,1,0.218812876489116,0.004,0.0945470067051912,3.02108748018171e-07,0.0758385728247488
OTU97_24066,1,0.169681894807966,0.026,0.0604805842902125,0.0090627887870387,0.0356420664513492
OTU97_24140,4,0.149639442149374,0.032,0.114829993443732,0.0242292488297382,0.0277728393860678
OTU97_2491,4,0.265611562471939,0.001,0.310338583200367,1.15578318027332e-08,0.127149551547798
OTU97_2491,12,0.180900847433702,0.006,1.06331897207029,7.1804850197088e-05,0.0917291308308546
OTU97_2571,10,0.157030222195168,0.033,0.0564765256065825,0.00252623924323059,0.0339578564145037
OTU97_260,1,0.138670221196048,0.037,0.449592296742292,0.156120484503352,0.00939380526447933
OTU97_260,4,0.189831135895414,0.008,0.681299936343252,0.00339478349732247,0.0561481038151395
OTU97_26158,6,0.161453185984692,0.023,0.00592343191540574,5.14420075239386e-05,0.0065819959367833
OTU97_2637,12,0.113553257291984,0.026,1.24706467377061,0.0978704381399345,0.0212642443920755
OTU97_2655,10,0.216281259302597,0.004,0.919751100303796,0.00684088827600848,0.0479874212138388
OTU97_2662,10,0.207475008084659,0.009,-0.00524618970289392,6.78213820182183e-05,0.0514274609960838
OTU97_2663,9,0.14330993703719,0.048,0.228897374133547,0.144630796624949,0.00536666065446876
OTU97_27179,4,0.161554499603108,0.036,0.0599930172866281,0.00986761941339553,0.0361193120508064
OTU97_27193,4,0.213788702755831,0.003,-0.00337724938694962,5.8168579277762e-05,0.0553414475811748
OTU97_2721,1,0.187627757998765,0.038,0.0167071265899365,0.0125402433716888,0.024352465580379
OTU97_2747,4,0.170527690420628,0.006,1.7067529720413,0.000128673681257352,0.0839655417281271
OTU97_2753,4,0.135578864152724,0.041,1.23498458400381,0.218643583242968,0.00664066314998325
OTU97_2764,10,0.226005205212325,0.004,0.188837784777308,7.02811586690277e-05,0.0736467498305123
OTU97_2805,10,0.188751071826158,0.012,0.119158435236542,0.101868138702289,0.00965426803730681
OTU97_292,10,0.170779825859321,0.031,0.844117583301425,0.0218594038335198,0.0337856077089656
OTU97_292,12,0.180761627940491,0.003,2.55811270575767,3.46313989156855e-05,0.0972426578489969
OTU97_3069,10,0.174661163503361,0.021,0.254406922798089,0.00607029285413252,0.0413933217992261
OTU97_3076,1,0.22691591388149,0.002,0.0257821716550116,2.99436251851581e-05,0.0532638292837829
OTU97_3081,6,0.309999334875508,0.001,0.504354720438012,2.22044604925031e-16,0.202304873457454
OTU97_312,12,0.287704105309766,0.001,1.2566147716079,1.05570441277791e-10,0.164629105316612
OTU97_3174,9,0.196131979788752,0.008,-0.000190423143754614,0.118941865395181,-0.00472220176174706
OTU97_3179,12,0.167638625261727,0.025,0.645545004192496,0.0002661490020055,0.0759158120115771
OTU97_3320,12,0.173004434894381,0.015,0.462048808452044,0.0584218590354624,0.0242865383357052
OTU97_336,12,0.176113464895405,0.013,0.127377375730478,0.799977319672705,-0.03443882382361
OTU97_3387,10,0.147156338238649,0.034,0.388349327782758,0.166306762323985,0.009527740981646
OTU97_3558,4,0.226826888328403,0.003,1.34767650741963,4.57786967267282e-06,0.107353884421521
OTU97_3568,9,0.204151552386693,0.012,0.206301502288371,0.0331000458323016,0.0269524758901383
OTU97_3634,1,0.286676278601866,0.001,0.461041589311339,2.22044604925031e-15,0.197927947299209
OTU97_3642,10,0.163642508767218,0.037,0.0344203844138771,0.00023862137708397,0.0512108745940603
OTU97_3744,10,0.127056178041596,0.039,1.14918448985922,0.0607133388867547,0.0260336427823392
OTU97_3833,4,0.197723595048749,0.005,1.04763808068455,2.02997094733703e-06,0.110780399129698
OTU97_3879,10,0.144080700984705,0.037,0.407050593458666,0.397093232163344,-0.00586211805150382
OTU97_3915,6,0.246154091862414,0.001,0.606717615844333,6.1391278283196e-08,0.126553435491508
OTU97_3962,10,0.170024442988396,0.022,0.179382630848176,0.0157038824634979,0.0299065339404873
OTU97_4040,1,0.105112109115578,0.029,2.36586581488465,0.0207975260758231,0.04020706854
OTU97_4048,1,0.161083582103976,0.045,0.0529317244984215,0.729423138348316,-0.0360085281286053
OTU97_4089,12,0.236899923816962,0.003,0.380697933246052,7.7021305178171e-07,0.114272609209233
OTU97_410,10,0.29550361095356,0.001,0.807895153428318,4.21884749357559e-15,0.194765592067418
OTU97_4137,12,0.160813874674867,0.031,0.0520425637828755,0.283619353297251,-0.00485289085470686
OTU97_4157,9,0.261849657579858,0.001,-0.0390882469709622,5.31637511791416e-09,0.0892511421488566
OTU97_4188,1,0.154181230610766,0.017,0.753827930557908,0.607183117908899,-0.0144131438804635
OTU97_4229,10,0.175284248093663,0.033,0.0217487268379051,0.000163742780493248,0.0437519814938294
OTU97_4232,10,0.20744130940214,0.007,-0.011004900987816,4.84130811193584e-05,0.0481004526517728
OTU97_4240,9,0.237117599942697,0.007,-0.0186570055634791,8.45566910157025e-06,0.0613453299892891
OTU97_435,12,0.161014683061679,0.02,0.501548712598757,0.00528855392501626,0.0480540311857407
OTU97_4401,6,0.233964967490936,0.002,0.0393151577590496,0.0637340359198229,0.0183511880319432
OTU97_4609,4,0.237303674634716,0.003,0.0389649152360318,0.636272441401266,-0.0167017967048999
OTU97_4621,4,0.15991989810469,0.036,0.0729724592485663,0.0348929638954716,0.00445570591294198
OTU97_4654,1,0.256866594832473,0.001,0.904485873460593,3.06114023018722e-10,0.156934576924125
OTU97_4877,1,0.241640474524256,0.001,0.683904599899004,1.46649294012757e-05,0.0956405858066492
OTU97_4971,1,0.149427347743852,0.033,0.191439514267521,0.350967223145976,-0.00473827493618253
OTU97_5012,4,0.117123845778914,0.033,1.41773709114464,0.0275955171878006,0.0359549332311715
OTU97_5012,9,0.177828623221782,0.017,0.598678662039109,0.0941242356966769,0.0182081344455235
OTU97_5067,1,0.242339035372074,0.001,0.379842312493685,0.000677351347775801,0.0686477682614294
OTU97_5185,12,0.154577906036035,0.049,0.0650563614288533,0.04491481280312,0.00729272254394535
OTU97_519,4,0.19663515343932,0.004,1.64245629166784,5.26812089507445e-08,0.129387969411228
OTU97_5249,1,0.246173515675589,0.003,0.380901625165606,2.77333711551364e-13,0.178096784324194
OTU97_5250,4,0.1492261891509,0.026,0.294952028758578,0.147358529614404,0.0119196061959827
OTU97_5293,1,0.184485786219802,0.027,0.0272248869186592,0.609874795148389,-0.0397981631493017
OTU97_5310,6,0.219625377298574,0.002,-0.0211182118551486,0.0724579139166017,0.0097821207576486
OTU97_5448,10,0.183433249794484,0.011,0.0997866907445778,0.000986615356924903,0.0344879879060749
OTU97_5474,4,0.149306459290397,0.033,0.711978580018794,0.0822977760776546,0.0203099070142884
OTU97_548,9,0.202802931386743,0.008,0.174786183853213,0.30291825179788,-0.00127232218442447
OTU97_548,10,0.193423652510093,0.008,0.36676813440275,4.95282838630651e-06,0.0970597734436734
OTU97_5555,1,0.22101414458858,0.005,0.223294689638564,0.0571193285257523,0.0207645003967365
OTU97_5636,6,0.1652703064816,0.009,1.18105205595285,2.07156961362642e-07,0.122170205028732
OTU97_5654,10,0.29304227349567,0.001,0.283079509985525,2.54423371259804e-10,0.150526216499415
OTU97_5724,9,0.1677429362247,0.038,0.19549992677709,0.0256000138133428,0.0180779866332147
OTU97_5769,1,0.190891993399191,0.005,1.25348062289604,5.04497100495271e-06,0.107723381860129
OTU97_6071,1,0.306137410088788,0.001,0.417255770069652,2.69217981241354e-11,0.163767828355571
OTU97_6117,10,0.128350197430992,0.049,0.520075486805486,0.323007728292802,-0.00109279673662614
OTU97_6177,6,0.202880960585198,0.006,0.19668886116889,0.0995880629314978,0.0145106435824183
OTU97_6268,6,0.184034693671663,0.017,0.106153906561049,0.204154784498578,0.000394153217100282
OTU97_6292,10,0.167032990662353,0.034,0.0658175666824055,0.0303482190089239,0.0119771096996562
OTU97_6362,9,0.331000973678523,0.001,-0.0771390736335901,1.09488862420903e-10,0.134221242145964
OTU97_6391,12,0.166287296062925,0.029,0.0439685427804605,0.000311681464228553,0.0518644843677984
OTU97_6398,4,0.104967508926766,0.024,1.63362376260312,1.76026278309038e-06,0.113496294733036
OTU97_6411,12,0.141003226484687,0.046,0.0735850845712316,0.000390348377274918,0.0417370358740669
OTU97_6413,1,0.168247773856583,0.038,0.094097287536677,0.393208143597095,-0.00802136782887793
OTU97_6696,10,0.176628306485174,0.014,0.282702974464623,1.7278089758932e-07,0.111173980711992
OTU97_6916,10,0.189261113075868,0.018,0.171923394318637,0.706633090064392,-0.0190149480287938
OTU97_699,4,0.174260893075583,0.015,0.722832708342295,0.0798595584215291,0.0203794529375088
OTU97_6993,6,0.220560119560484,0.003,-0.0192080064088708,0.0729460676179643,0.0101592270112564
OTU97_7115,4,0.170355399721017,0.023,0.123202039832642,0.486369212115059,-0.0429716851628433
OTU97_7231,1,0.172714980930316,0.034,0.0374513812163029,0.000241518977189603,0.0520069999063138
OTU97_7362,12,0.20077815374112,0.006,0.00253091236004787,0.0742152007690731,0.00404591715221026
OTU97_7499,6,0.138839487744045,0.047,0.284204997971495,0.018825115793434,0.0298681365814245
OTU97_7504,4,0.219960209793353,0.007,0.266611531752602,0.00203117267700059,0.0599619041757423
OTU97_7523,10,0.155165947780978,0.034,0.113926260539966,0.274343915430731,-0.0053915088822695
OTU97_7527,10,0.169511165717338,0.024,0.0940399560986723,9.42591564268014e-06,0.0725224237708573
OTU97_7553,10,0.180264836179961,0.019,0.142368473343297,0.937865759265237,-0.0304207449955367
OTU97_7621,6,0.189564527840585,0.016,0.176578765323945,1.14933388961624e-06,0.0937459725960562
OTU97_7720,9,0.269008258012273,0.001,0.0616086097186038,1.60755064371187e-06,0.101342355174232
OTU97_7810,9,0.196965281567646,0.013,0.00857398936215648,0.784175999892992,-0.0347298373746446
OTU97_7896,1,0.174544582898753,0.038,0.0716001174839405,0.0211586524877387,0.0165080924077559
OTU97_7916,4,0.148803636434182,0.01,1.09799868092356,8.08199413551147e-05,0.0875880095379531
OTU97_7964,9,0.145264915580002,0.049,0.211841195720758,0.716183399006613,-0.0204285885335428
OTU97_8024,12,0.143174569673845,0.04,0.0246666130258752,0.128498264933453,-0.0215793163587813
OTU97_8185,6,0.146838898421996,0.047,0.0979911150773343,0.169938161624638,0.0024433923769672
OTU97_8235,4,0.14144219248796,0.04,0.729106333299057,0.000229386026815659,0.0739583073032801
OTU97_834,10,0.22280559927287,0.002,-0.0334379038322248,0.0730294529970212,0.0110647054979804
OTU97_8342,12,0.269485680845468,0.002,0.0850909031740544,9.38943738315601e-08,0.112057518228796
OTU97_8372,9,0.241109957393356,0.004,0.0219850180969102,0.329032831309572,-0.0065446364322406
OTU97_843,10,0.236226439030938,0.005,0.031412155453558,0.000125037958072838,0.0678446838914126
OTU97_8470,10,0.166867014387614,0.039,0.0468406575442887,0.0282344843912736,0.0100606474933463
OTU97_853,4,0.157847549333455,0.015,0.736409773899032,0.0107449210277653,0.0458816631463329
OTU97_8587,1,0.201329149221623,0.014,0.0579606053311664,0.722262406791134,-0.0381074061704118
OTU97_8608,4,0.17887093288451,0.016,0.147808720433647,6.98098701956695e-06,0.0784659253341654
OTU97_8669,9,0.217725240650336,0.007,0.0414450651309814,0.000253661316694354,0.0487944410655452
OTU97_8794,6,0.157651943684345,0.026,0.317281403680559,0.00125749903810424,0.0584438607544546
OTU97_8840,1,0.142460861924638,0.038,0.444736572399999,0.77199018897708,-0.021049802435308
OTU97_8858,6,0.250876708149755,0.002,0.171396616855913,0.0424722524474748,0.0250379408378258
OTU97_8885,9,0.248144526672303,0.006,-0.0302146223548688,7.84156581223883e-06,0.0711061695803523
OTU97_9056,6,0.165411122166589,0.023,0.566522817000711,0.0302174293347734,0.0326741836570472
OTU97_9203,1,0.23299809903965,0.003,0.580316247971842,2.21582996395853e-09,0.146425437806356
OTU97_9289,9,0.156480660584306,0.047,0.0737921819874593,0.0466565775846794,0.0147905444868692
OTU97_9295,9,0.149498628162638,0.046,0.35489843808509,0.000363865213986347,0.0689944437196813
OTU97_9313,9,0.252860433258702,0.004,0.0125034222112681,0.0207895295579286,0.0294331038568968
OTU97_9396,12,0.150989119418772,0.031,0.252538222737613,5.55272613866897e-06,0.0953201063570245
OTU97_946,10,0.162629761680691,0.03,0.111653562450442,0.23390615207477,-0.0088078885118665
