OTU,Transect,MantelR,MantelP,Mantel.y.intercept,MoranP,MoranZ
OTU97_3111,9,0.19896459866284,0.014,0.104431222329745,0.00606310859947468,0.036741138886031
OTU97_3112,1,0.194417777339967,0.021,0.0100399374109572,0.755194873944886,-0.0355970601031807
OTU97_3147,4,0.356374146333382,0.001,1.18759036944165,1.68753899743024e-13,0.186801916449146
OTU97_3210,4,0.156771979248123,0.021,1.17789692771975,0.000238502124796147,0.0750423398208783
OTU97_3226,1,0.128395585892552,0.032,1.50600825129261,0.00376002116606955,0.0556999972916183
OTU97_3268,12,0.151908908215142,0.041,0.321836777171299,0.000507944555588002,0.0650019845814405
OTU97_3321,10,0.163412606744004,0.034,0.124897191554941,0.575175122548532,-0.0396773646043413
OTU97_3368,1,0.249553071766211,0.001,1.11995915362084,0.000268033585715033,0.0781484660220383
OTU97_338,9,0.12905565905449,0.013,2.27871525709667,3.33900032443157e-05,0.0959797255200997
OTU97_3388,9,0.11345648727428,0.047,1.14024504385406,0.103808131789762,0.0188509865503065
OTU97_3422,1,0.11059658893458,0.032,1.69493443190079,0.00310317199146937,0.0589042173011799
OTU97_3422,9,0.151055308942872,0.043,0.523151676002788,0.980815897831185,-0.0300664071036968
OTU97_3436,10,0.156685087099951,0.025,0.734295579670105,3.02710064348233e-06,0.097006101160052
OTU97_3478,4,0.217394850135739,0.002,0.902064331423288,1.44312561900506e-09,0.143932480499013
OTU97_351,1,0.173182353899056,0.011,1.25101433740831,7.25039943816341e-06,0.101320604977186
OTU97_3580,1,0.16425792540964,0.034,0.0465771070198471,0.0258325750258697,0.00400754566933125
OTU97_359,6,0.125027844642314,0.039,1.63652637800001,1.88807072198927e-08,0.134393804278915
OTU97_3621,10,0.322477710313399,0.001,1.27391994241993,1.16944351979953e-08,0.140438843023928
OTU97_365,4,0.148700372641941,0.012,0.683081564609683,3.04664782291297e-09,0.14424072609023
OTU97_3670,1,0.143195892173568,0.016,0.875319314227355,0.0294560205600241,0.0357612687772537
OTU97_3670,4,0.132631725472022,0.024,0.75708017358647,0.0135566988268192,0.043311573279102
OTU97_3713,4,0.365322894849803,0.001,0.552255961579042,0,0.209531238996095
OTU97_3771,4,0.223129717382574,0.002,1.19038931421201,8.13599552396127e-07,0.116488480620222
