OTU,Ground.abund,Ground.PA,Under.abund,Under.PA,Trns
OTU97_3081,0,0,4.25593032827071,2,1
OTU97_3093,0,0,10.8833955318217,3,1
OTU97_3104,0,0,32.6297091945972,10,1
OTU97_3109,0,0,3.84874933931389,2,1
OTU97_3128,0,0,14.9184270041711,9,1
OTU97_3131,0,0,12.3210858940176,5,1
OTU97_3147,0,0,22.5392111241775,8,1
OTU97_323,0,0,14.9019544016806,5,1
OTU97_3249,0,0,16.2355250795769,5,1
OTU97_3266,0,0,6.54460736870778,2,1
OTU97_3274,0,0,4.92468174155147,2,1
OTU97_3287,0,0,72.7278772469578,21,1
OTU97_3309,0,0,15.133761546423,4,1
OTU97_3331,0,0,46.2918696596334,13,1
OTU97_3336,0,0,18.3833293217271,7,1
OTU97_3364,0,0,10.3094998841716,3,1
OTU97_338,0,0,7.03043652177838,3,1
OTU97_3408,0,0,4.97395329937473,2,1
OTU97_3415,0,0,2.95448557257389,2,1
OTU97_3437,0,0,70.0048249403484,19,1
OTU97_3445,0,0,5.73030508539417,2,1
OTU97_3451,0,0,49.9196230253593,18,1
OTU97_3471,0,0,29.0620619984392,8,1
OTU97_3513,0,0,8.60377109881847,4,1
OTU97_3539,0,0,8.21499708717838,2,1
OTU97_3544,0,0,3.2846564526075,2,1
OTU97_3568,0,0,28.7557627466165,8,1
OTU97_359,0,0,12.3176646669071,6,1
OTU97_3634,0,0,30.0503983575468,8,1
OTU97_366,0,0,30.5671944596452,7,1
OTU97_3674,0,0,6.02926411374204,2,1
OTU97_3717,0,0,2.3667269472192,2,1
OTU97_3720,0,0,4.08547049067244,2,1
OTU97_3749,0,0,3.91191085520099,2,1
OTU97_3759,0,0,3.7948916535229,2,1
OTU97_377,0,0,14.2090684967025,4,1
OTU97_3782,0,0,3.51555753943381,2,1
OTU97_3796,0,0,8.14005524873824,5,1
OTU97_3829,0,0,8.8092582502487,4,1
OTU97_3833,0,0,12.1867113503593,5,1
OTU97_3843,0,0,32.0121273072091,13,1
OTU97_3851,0,0,28.7083803679327,8,1
OTU97_3882,0,0,8.25795005460415,4,1
OTU97_389,0,0,5.87406446601677,3,1
OTU97_3921,0,0,29.253388560541,8,1
OTU97_3953,0,0,8.35026184567275,2,1
OTU97_3992,0,0,7.78356330943945,3,1
OTU97_4011,0,0,22.0062083033242,7,1
OTU97_4040,0,0,85.6762592053776,15,1
OTU97_4048,0,0,4.9891426524539,2,1
OTU97_4069,0,0,28.1707714505526,7,1
OTU97_4140,0,0,59.2939855404574,15,1
OTU97_4154,0,0,5.3787210568159,2,1
OTU97_4158,0,0,9.29256136718158,5,1
OTU97_4175,0,0,3.37499462084823,2,1
OTU97_4180,0,0,22.2166536427562,9,1
OTU97_4188,0,0,26.51915142008,11,1
OTU97_424,0,0,25.7423899208146,10,1
OTU97_4252,0,0,15.7635347676256,4,1
OTU97_4254,0,0,8.23499368162658,2,1
OTU97_426,0,0,32.1524571476694,11,1
OTU97_4278,0,0,8.91228442371979,2,1
OTU97_4292,0,0,14.7973937336509,4,1
OTU97_4294,0,0,35.2764606568064,15,1
OTU97_4306,0,0,7.60118343235683,4,1
OTU97_4317,0,0,25.7099455110282,9,1
OTU97_4351,0,0,64.2918475669565,23,1
OTU97_436,0,0,6.01567583028899,2,1
OTU97_4372,0,0,3.52676878501748,2,1
OTU97_4389,0,0,21.5767751519803,6,1
OTU97_4421,0,0,9.30465610799858,4,1
OTU97_4425,0,0,47.2134740463034,16,1
OTU97_4455,0,0,43.3184012550256,14,1
OTU97_4494,0,0,4.85531793036481,2,1
OTU97_4564,0,0,13.3587075145387,5,1
OTU97_4581,0,0,9.90735121388261,3,1
OTU97_4611,0,0,5.06445908047302,2,1
OTU97_463,0,0,9.99973951476717,4,1
OTU97_4641,0,0,5.70634052149396,2,1
OTU97_4643,0,0,18.4228400691731,9,1
OTU97_4654,0,0,43.5026965279947,16,1
OTU97_4684,0,0,10.8064400997426,5,1
OTU97_4710,0,0,22.336010633241,9,1
OTU97_4761,0,0,23.4094040247017,8,1
OTU97_4770,0,0,12.0614675739358,4,1
OTU97_4785,0,0,5.75653394857979,2,1
OTU97_4805,0,0,2.77927093688627,2,1
OTU97_4863,0,0,3.19370439008924,2,1
OTU97_4871,0,0,14.7259872053851,4,1
OTU97_4876,0,0,8.94160762338537,2,1
OTU97_4877,0,0,32.4947973867102,10,1
OTU97_4940,0,0,13.1272805962469,6,1
OTU97_4967,0,0,7.19372173583937,3,1
OTU97_4971,0,0,7.93664287356514,4,1
OTU97_4985,0,0,8.73474164458685,5,1
OTU97_50,0,0,23.6062641018564,7,1
OTU97_5012,0,0,18.5248529151595,8,1
OTU97_5061,0,0,5.25551620546794,2,1
OTU97_5062,0,0,22.5785448685171,6,1
OTU97_5067,0,0,20.4879062291174,7,1
OTU97_507,0,0,5.93054268984731,3,1
OTU97_5084,0,0,2.4233128252518,2,1
OTU97_5093,0,0,7.2285931140351,3,1
OTU97_5094,0,0,3.53291740471052,2,1
OTU97_5141,0,0,4.05447833772869,2,1
OTU97_5177,0,0,11.9187873615062,4,1
OTU97_519,0,0,7.00413753927732,4,1
OTU97_5191,0,0,10.9899658440494,3,1
OTU97_5201,0,0,10.4527948328721,3,1
OTU97_5206,0,0,42.2399496025251,13,1
OTU97_5249,0,0,20.0580889571949,8,1
OTU97_5293,0,0,4.91395881506453,2,1
OTU97_5303,0,0,6.5797533341906,3,1
OTU97_5308,0,0,6.66467517276027,4,1
OTU97_5311,0,0,19.22069197599,7,1
OTU97_5342,0,0,4.22558351695682,3,1
OTU97_5355,0,0,17.7728402702303,6,1
OTU97_540,0,0,29.3359103276377,10,1
OTU97_5423,0,0,3.41373129509309,2,1
OTU97_5430,0,0,10.9884432695105,3,1
OTU97_5438,0,0,10.3630952105587,3,1
OTU97_5482,0,0,8.28036816996841,2,1
OTU97_5483,0,0,33.4294970633312,9,1
OTU97_5489,0,0,5.25493661853969,2,1
OTU97_5501,0,0,2.35627013471476,2,1
OTU97_5554,0,0,17.5956710868262,5,1
OTU97_5555,0,0,18.4460730988826,4,1
OTU97_5563,0,0,10.84861767065,2,1
OTU97_5565,0,0,5.6287499529653,2,1
OTU97_5577,0,0,5.38905705464388,2,1
OTU97_5608,0,0,11.6339094870205,4,1
OTU97_5612,0,0,28.5714571439833,9,1
OTU97_5613,0,0,17.6960863878944,9,1
OTU97_5616,0,0,4.00997018022111,2,1
OTU97_5622,0,0,22.4609708460876,7,1
OTU97_5624,0,0,13.5741844679969,4,1
OTU97_5682,0,0,10.0745419374417,5,1
OTU97_5689,0,0,17.5967255145996,7,1
OTU97_5690,0,0,7.52886624497674,4,1
OTU97_5700,0,0,13.988276115105,4,1
OTU97_5706,0,0,3.50887758008937,2,1
OTU97_5721,0,0,5.88837704913,4,1
OTU97_573,0,0,39.9694941789434,16,1
OTU97_5732,0,0,5.08109529197531,3,1
OTU97_574,0,0,91.1943965231473,28,1
OTU97_5753,0,0,1.52116593257362,2,1
OTU97_5767,0,0,13.1403913823678,6,1
OTU97_5769,0,0,71.1830687453556,23,1
OTU97_5781,0,0,43.4085596867662,15,1
OTU97_5831,0,0,13.4748772837537,5,1
OTU97_5837,0,0,24.3106883443669,9,1
OTU97_5894,0,0,8.92464356850254,5,1
OTU97_5896,0,0,7.66746811309045,3,1
OTU97_5909,0,0,8.82893917279272,3,1
OTU97_5951,0,0,5.58660121381363,2,1
OTU97_5974,0,0,11.0812108852278,6,1
OTU97_5976,0,0,5.18626904620029,2,1
OTU97_5986,0,0,16.1183384780789,5,1
OTU97_5993,0,0,7.06483047974355,2,1
OTU97_6006,0,0,12.3083443808081,7,1
OTU97_6071,0,0,26.1356814981048,10,1
OTU97_6083,0,0,8.69878725940377,5,1
OTU97_6088,0,0,3.22938454584322,2,1
OTU97_6142,0,0,3.54397609882465,2,1
OTU97_6162,0,0,2.11893818272309,2,1
OTU97_6167,0,0,21.5552746384276,9,1
OTU97_6176,0,0,8.23531194044842,2,1
OTU97_6190,0,0,10.5336731320894,4,1
OTU97_6240,0,0,6.86220543876243,3,1
OTU97_6243,0,0,5.09291821428888,3,1
OTU97_627,0,0,12.3379641754357,4,1
OTU97_6322,0,0,9.31725196776692,4,1
OTU97_633,0,0,7.91867111450275,2,1
OTU97_6338,0,0,12.0504464224932,4,1
OTU97_6341,0,0,13.8746775375682,3,1
OTU97_6351,0,0,4.58495407356343,3,1
OTU97_6363,0,0,7.25873899877526,4,1
OTU97_6402,0,0,4.35060729067492,2,1
OTU97_6413,0,0,4.60898217232357,4,1
OTU97_6417,0,0,15.1699851492442,8,1
OTU97_6450,0,0,7.68891532279395,3,1
OTU97_6453,0,0,4.54737410832443,2,1
OTU97_6456,0,0,2.06689463485212,2,1
OTU97_6494,0,0,7.50331900804769,4,1
OTU97_652,0,0,28.0919149521528,8,1
OTU97_661,0,0,44.8328886019091,10,1
OTU97_662,0,0,37.7080013314601,15,1
OTU97_6646,0,0,9.93453425659351,3,1
OTU97_6653,0,0,4.08368766250625,2,1
OTU97_6675,0,0,10.3212019839193,6,1
OTU97_6680,0,0,23.8388273193651,11,1
OTU97_6702,0,0,4.34169507445109,2,1
OTU97_6741,0,0,17.0653597935835,6,1
OTU97_6768,0,0,13.0312317418951,6,1
OTU97_6840,0,0,9.08834853758305,3,1
OTU97_6853,0,0,55.7001954708738,20,1
OTU97_6869,0,0,30.1545846941164,9,1
OTU97_6955,0,0,4.94017699139641,3,1
OTU97_6957,0,0,33.0846907385243,11,1
OTU97_6975,0,0,18.7113284689892,5,1
OTU97_7061,0,0,3.76050663267041,3,1
OTU97_7065,0,0,14.3719763259484,5,1
OTU97_7087,0,0,18.503347389669,6,1
OTU97_7094,0,0,17.6949529307606,9,1
OTU97_7109,0,0,5.36622975130125,3,1
OTU97_7118,0,0,12.5672897392981,6,1
OTU97_7131,0,0,12.9891934939644,6,1
OTU97_7135,0,0,4.5598953233935,3,1
OTU97_7175,0,0,4.98862993203789,2,1
OTU97_7188,0,0,6.05336270217054,2,1
OTU97_7190,0,0,16.7708205442829,6,1
OTU97_7192,0,0,6.32494449585183,2,1
OTU97_7223,0,0,3.75694848307016,2,1
OTU97_7224,0,0,9.33484110850107,4,1
OTU97_7231,0,0,4.08086437806628,2,1
OTU97_7306,0,0,10.1747859544821,2,1
OTU97_7323,0,0,24.900532373446,9,1
OTU97_7331,0,0,17.244429229329,7,1
OTU97_7336,0,0,11.4769693348924,4,1
OTU97_7338,0,0,3.32772172638802,2,1
OTU97_7351,0,0,12.4521789665681,5,1
OTU97_736,0,0,36.3682426101158,8,1
OTU97_7360,0,0,10.3879461397736,4,1
OTU97_7459,0,0,11.0863334843288,5,1
OTU97_7466,0,0,10.3995279249926,3,1
OTU97_7470,0,0,7.48929988310817,3,1
OTU97_7485,0,0,27.6886081232399,11,1
OTU97_7491,0,0,3.77664035336982,2,1
OTU97_7728,0,0,24.9304385128236,10,1
OTU97_7742,0,0,12.0784972250145,4,1
OTU97_7746,0,0,10.2198149804305,4,1
OTU97_7854,0,0,8.56696873520481,4,1
OTU97_7889,0,0,4.23675720711346,2,1
OTU97_7896,0,0,9.26007720783841,2,1
OTU97_7902,0,0,26.7196012109539,10,1
OTU97_7908,0,0,4.90818627734988,2,1
OTU97_7916,0,0,2.51512949291075,2,1
OTU97_7923,0,0,6.30609327852045,2,1
OTU97_7931,0,0,3.92494744207594,2,1
OTU97_7938,0,0,8.8289922348494,3,1
OTU97_7949,0,0,5.1996567209125,2,1
OTU97_797,0,0,24.8344493157034,9,1
OTU97_8026,0,0,6.27642881827919,3,1
OTU97_8069,0,0,5.95596051196533,2,1
OTU97_8070,0,0,11.4772863549594,4,1
OTU97_8075,0,0,6.8108822180928,3,1
OTU97_8087,0,0,4.08282253849017,2,1
OTU97_8118,0,0,21.3221238890399,7,1
