OTU,Transect,Range,Habitat,Max.abun,Kingdom,Phylum,Class,Order,Family,Genus,Species,SG,group
OTU97_2033,9,2880.084299,Understory,5.002577613,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Specialist,Understory Specialist
OTU97_4157,9,1177.248064,Understory,3.960458747,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_1367,4,247.9025979,Ground,8.381731269,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Specialist,Ground Specialist
OTU97_2201,4,19.90551497,Ground,7.610185049,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_13510,6,12.0844747,Ground,3.910855002,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_1805,9,12.03533881,Understory,3.943185251,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_623,9,10.75506098,Ground,9.716259432,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_14078,6,7.633638953,Ground,3.349305202,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_312,12,7.421520372,Understory,8.406472539,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4966,12,7.103479754,Ground,5.230688414,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Specialist,Ground Specialist
OTU97_715,12,6.912286932,Ground,10.52264101,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Ground Specialist
OTU97_4930,4,6.275636458,Ground,5.917845032,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_9958,1,6.149676628,Ground,4.258979888,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,,Specialist,Ground Specialist
OTU97_3081,6,5.907653932,Understory,6.59315295,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,,Specialist,Understory Specialist
OTU97_1812,12,5.71159194,Understory,3.822762425,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Understory Specialist
OTU97_9641,12,5.65711592,Ground,4.407266104,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_8885,9,5.644797219,Understory,1.891744882,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_490,1,5.505692651,Ground,10.21176923,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Specialist,Ground Specialist
OTU97_2258,6,5.451928464,Ground,8.228218186,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_2307,10,5.448282021,Ground,7.921499115,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6398,4,5.317284973,Understory,4.825238397,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_3587,4,5.184248229,Ground,6.186996683,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,,,Specialist,Ground Specialist
OTU97_2085,9,5.181743742,Ground,8.064946406,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_1216,6,5.002164328,Ground,4.790669274,Fungi,Ascomycota,Leotiomycetes,,,,,Specialist,Ground Specialist
OTU97_2850,6,4.932539941,Ground,6.375513178,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_18302,12,4.817991082,Ground,1.943220821,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5249,1,4.803320784,Understory,4.294330181,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,,Specialist,Understory Specialist
OTU97_4229,10,4.758923785,Understory,2.052382558,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,,,Specialist,Understory Specialist
OTU97_5481,4,4.75291286,Ground,1.173930113,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_6391,12,4.726220741,Understory,2.207072292,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_7822,10,4.712478238,Ground,5.155830536,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2285,12,4.596657971,Understory,3.819787494,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Understory Specialist
OTU97_24745,9,4.593982587,Ground,1.565869512,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_18537,4,4.55780475,Ground,2.343141302,Fungi,Ascomycota,Sordariomycetes,Microascales,,,,Specialist,Ground Specialist
OTU97_6406,9,4.538824875,Ground,4.472973891,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Ground Specialist
OTU97_7231,1,4.424341402,Understory,2.208454881,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_3609,9,4.401553218,Ground,6.100731274,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_11529,4,4.389063353,Ground,3.709732472,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp ,Specialist,Ground Specialist
OTU97_18410,4,4.379804594,Ground,2.295434451,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_3174,9,4.331277866,Understory,4.533803238,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4533,4,4.238646635,Ground,5.899210396,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Ground Specialist
OTU97_636,9,4.238247155,Ground,9.879817417,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_3609,1,4.165891558,Ground,4.759525945,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_22217,9,4.128648787,Ground,1.934665306,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2639,4,4.127954156,Ground,7.022216153,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_2972,4,4.089574751,Ground,2.032636557,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_13378,1,4.013739536,Understory,3.741867103,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Pseudoidium,Pseudoidium javanicum ,Specialist,Understory Specialist
OTU97_2491,4,3.991320035,Understory,6.327013121,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Understory Specialist
OTU97_3064,4,3.964921857,Ground,6.74276575,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_1202,4,3.896198804,Ground,8.774717015,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,,,Specialist,Ground Specialist
OTU97_9079,9,3.834149442,Ground,4.221252295,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_10735,6,3.808887012,Understory,2.564647259,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_3945,10,3.796690542,Ground,3.621828815,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_10290,9,3.78702104,Ground,4.255377791,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,,,Specialist,Ground Specialist
OTU97_5448,10,3.764602576,Understory,6.076181169,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_11986,4,3.751109966,Understory,3.790021216,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Phaeoisaria,Phaeoisaria clematidis ,Specialist,Understory Specialist
OTU97_4335,12,3.750722402,Ground,5.787035459,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Specialist,Ground Specialist
OTU97_729,10,3.742212985,Ground,4.049053635,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_2780,4,3.739274278,Ground,7.437413628,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_4232,10,3.734707738,Understory,5.503037827,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_9203,1,3.728067837,Understory,4.033511256,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,,,Specialist,Understory Specialist
OTU97_4878,4,3.718035278,Ground,5.776589739,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Ground Specialist
OTU97_25503,10,3.714122798,Ground,1.734541026,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_13061,10,3.713325725,Ground,3.386306326,Fungi,Rozellomycota,,,,,,Specialist,Ground Specialist
OTU97_6978,4,3.691129012,Ground,5.419417881,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5996,4,3.662602714,Ground,5.294399023,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,,,Specialist,Ground Specialist
OTU97_1177,10,3.584193206,Ground,9.292667979,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_1780,4,3.579351205,Understory,7.282200618,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_19909,4,3.572351921,Ground,2.032636557,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_18393,4,3.539271043,Ground,2.757176401,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Ground Specialist
OTU97_11949,4,3.537719431,Understory,3.789510873,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_4676,10,3.532536529,Ground,6.428779306,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_17890,12,3.526456086,Understory,3.013888186,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_6362,9,3.523739295,Understory,4.764861992,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_6202,10,3.483255256,Ground,5.679342907,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Ground Specialist
OTU97_17864,12,3.482037979,Ground,2.291690952,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_9235,6,3.44691301,Ground,2.171828661,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Specialist,Ground Specialist
OTU97_15717,10,3.433780084,Ground,3.326171791,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_638,12,3.420778794,Ground,10.09272517,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_14233,10,3.416831724,Ground,2.128504763,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_15738,10,3.410553696,Understory,3.359601656,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_17655,10,3.40737978,Ground,2.963767129,Fungi,Mortierellomycota,,,,,,Specialist,Ground Specialist
OTU97_1666,12,3.401856093,Understory,3.94137452,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_3642,10,3.399069291,Understory,1.77576999,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_3501,1,3.397916767,Ground,6.621305583,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_2390,12,3.380296416,Ground,7.70705083,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Ground Specialist
OTU97_13510,9,3.366743972,Ground,2.332298239,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_27193,4,3.34040162,Understory,1.241934764,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_6655,4,3.311398831,Ground,5.067013794,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_10625,9,3.284860499,Ground,4.57931515,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_1038,1,3.275502152,Understory,4.839668953,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Understory Specialist
OTU97_20546,10,3.268496609,Understory,2.052382558,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_3021,1,3.225896914,Ground,5.75941873,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5469,12,3.21797926,Ground,5.701338914,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Specialist,Ground Specialist
OTU97_16244,1,3.217815655,Ground,2.867155261,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria brevipes ,Specialist,Ground Specialist
OTU97_21662,1,3.177101595,Ground,1.867950782,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_6863,1,3.176714888,Ground,5.703096586,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_1878,1,3.169676179,Understory,4.895298221,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_969,6,3.146481254,Ground,9.305966271,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Specialist,Ground Specialist
OTU97_24066,1,3.125995936,Understory,1.472326373,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,,Specialist,Understory Specialist
OTU97_6461,9,3.105102991,Ground,5.563922986,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_2085,1,3.086454132,Ground,6.393922538,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_9810,10,3.077818551,Ground,3.923554647,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora sp ,Specialist,Ground Specialist
OTU97_7810,9,3.026861967,Understory,2.568747355,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_22555,10,3.020250949,Ground,2.543210275,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_26158,6,3.003864699,Understory,1.537259656,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Specialist,Understory Specialist
OTU97_3179,4,2.973053169,Understory,6.300558921,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_3721,1,2.952229444,Ground,6.536023438,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_17376,6,2.921844386,Ground,2.75403928,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Ground Specialist
OTU97_4495,1,2.917047979,Ground,6.627095001,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2149,1,2.911202661,Ground,8.04136892,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Specialist,Ground Specialist
OTU97_519,4,2.90286405,Understory,8.452387573,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_3587,6,2.896570317,Ground,5.911767906,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,,,Specialist,Ground Specialist
OTU97_1483,6,2.864931731,Ground,7.745031169,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Specialist,Ground Specialist
OTU97_9615,12,2.829987954,Ground,4.186619353,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_194,10,2.824817136,Ground,5.679342907,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_1339,6,2.818864581,Ground,8.207113384,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_18386,1,2.814427185,Understory,2.471279902,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_4040,1,2.798528796,Understory,7.332766748,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,,Specialist,Understory Specialist
OTU97_1550,1,2.789303705,Ground,8.085620175,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6307,10,2.785635146,Understory,5.370055689,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_10650,10,2.783287664,Ground,3.9633949,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_5845,6,2.775217437,Ground,5.843548154,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Ground Specialist
OTU97_3100,4,2.771802506,Ground,4.512175916,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_13511,4,2.760010217,Ground,3.169365823,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3889,4,2.71745601,Ground,5.856659965,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Pochonia sp ,Specialist,Ground Specialist
OTU97_11978,4,2.694192503,Ground,3.664382599,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Ground Specialist
OTU97_2249,10,2.66808934,Ground,6.467291947,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_9248,1,2.664040497,Ground,4.158866196,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6171,4,2.65952012,Ground,5.280745238,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6411,12,2.644421906,Understory,2.887275492,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_3235,1,2.628045357,Ground,7.218782116,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_7763,6,2.626032177,Ground,5.170700597,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_3191,10,2.606783768,Ground,7.4964421,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Ground Specialist
OTU97_4510,1,2.601605639,Ground,5.965988854,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2176,6,2.587495255,Ground,6.996140187,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Specialist,Ground Specialist
OTU97_18657,6,2.579113154,Ground,2.911241031,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_18658,6,2.577297695,Ground,2.475310801,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_9118,10,2.570964272,Ground,4.32945618,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_2465,6,2.551719586,Ground,5.964581825,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_12646,12,2.533478708,Ground,3.470617328,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3634,1,2.526178437,Understory,5.821444905,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_1509,6,2.49794971,Ground,8.315586598,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Specialist,Ground Specialist
OTU97_3076,1,2.45829682,Understory,6.907685979,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_2747,4,2.447244285,Understory,6.406136674,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_716,1,2.430900433,Ground,9.518978769,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2491,12,2.430325647,Understory,4.322011637,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Understory Specialist
OTU97_3833,4,2.419023976,Understory,4.54033333,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_1286,6,2.343150358,Ground,8.626605408,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_1951,12,2.342040812,Ground,7.797820323,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_9295,9,2.336219185,Understory,3.193301863,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4249,6,2.326483492,Ground,5.028698273,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_7504,4,2.288008803,Understory,1.852828965,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_699,4,2.224113922,Understory,5.690178115,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_4089,12,2.222983465,Understory,4.617327389,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Understory Specialist
OTU97_2988,12,2.220859125,Ground,6.570673465,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5996,6,2.202918392,Ground,3.474788599,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,,,Specialist,Ground Specialist
OTU97_3907,10,2.197371738,Ground,6.514595544,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Ground Specialist
OTU97_24426,4,2.184470079,Ground,1.804194157,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3942,12,2.170541231,Ground,6.006801803,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_9396,12,2.165421705,Understory,3.289047803,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,Specialist,Understory Specialist
OTU97_2295,6,2.147782598,Ground,8.759163789,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp ,Specialist,Ground Specialist
OTU97_4656,4,2.132873716,Ground,5.838673024,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,,Specialist,Ground Specialist
OTU97_6117,10,2.111331218,Understory,3.828576597,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,,,Specialist,Understory Specialist
OTU97_9532,9,2.080607828,Ground,4.456971987,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_4573,4,2.056497254,Ground,5.873182226,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_497,10,2.036825047,Ground,10.25409044,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_9182,12,2.03517856,Ground,4.527538441,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_3254,1,2.023133091,Ground,5.621364578,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_292,12,2.020888334,Understory,9.843842906,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_8372,9,2.017772286,Understory,4.233529683,Fungi,Ascomycota,Sordariomycetes,Diaporthales,,,,Specialist,Understory Specialist
OTU97_5012,4,2.015377286,Understory,5.410132606,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,Leptospora rubella ,Specialist,Understory Specialist
OTU97_5353,4,2.007932265,Ground,4.927149784,Fungi,Glomeromycota,Glomeromycetes,,,,,Specialist,Ground Specialist
OTU97_4929,1,1.995059065,Ground,5.92906737,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_428,10,1.981293534,Ground,10.68602503,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_8251,6,1.971571634,Ground,4.814601935,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces sp ,Specialist,Ground Specialist
OTU97_2504,12,1.94649461,Ground,7.174682125,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Ground Specialist
OTU97_5314,9,1.937060345,Ground,5.837027049,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_16792,10,1.919485414,Understory,3.622500462,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_5601,12,1.913947527,Ground,5.23819091,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_4877,1,1.907223755,Understory,5.755910727,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_27179,4,1.889978654,Understory,1.241934764,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_1519,12,1.886288586,Ground,5.803823031,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3893,6,1.865616822,Ground,6.329660571,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Ground Specialist
OTU97_5198,1,1.85113229,Ground,5.69936088,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_4401,6,1.838188257,Understory,3.014011873,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_1325,1,1.814592846,Understory,3.586193163,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Specialist,Understory Specialist
OTU97_7621,6,1.802067018,Understory,5.081442387,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,,Specialist,Understory Specialist
OTU97_3558,4,1.79887176,Understory,5.668589236,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_4240,9,1.783795134,Understory,1.629023301,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_4506,9,1.770231845,Ground,6.112588321,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_6177,6,1.769275403,Understory,3.383083349,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_4654,1,1.768357361,Understory,4.974608618,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_13413,4,1.758024336,Ground,3.288715049,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5555,1,1.713498654,Understory,5.74941067,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_2081,12,1.705040774,Ground,5.217235093,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_8400,1,1.70408518,Ground,4.538926164,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_1101,6,1.698942604,Understory,7.442384124,Fungi,Basidiomycota,Microbotryomycetes,,,,,Specialist,Understory Specialist
OTU97_3387,10,1.695466887,Understory,3.57898794,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_1594,6,1.692547264,Understory,6.745796994,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,,Specialist,Understory Specialist
OTU97_8316,10,1.692505981,Ground,4.999667666,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_24140,4,1.662772952,Understory,1.865441106,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_4146,1,1.651814547,Ground,6.567356614,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2037,1,1.643909638,Understory,7.47108165,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,,Specialist,Understory Specialist
OTU97_5485,1,1.643106249,Ground,5.618090891,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_120,9,1.642576316,Understory,3.00637937,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_20863,12,1.611209987,Ground,2.264846953,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Ground Specialist
OTU97_7499,6,1.594762634,Understory,4.242044183,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4048,1,1.588014866,Understory,3.207826588,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_3069,10,1.583379007,Understory,4.593943014,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
